run,overall_mae,validation_rows
main_log_target,18.87580128205128,1248
main_reduced_additional_diff,19.38221153846154,1248
main_additional_diff,19.540865384615383,1248
main_reduced_features,19.661057692307693,1248
main,19.807692307692307,1248
main_baseline_rerun,19.807692307692307,1248
main_informed,19.89423076923077,1248
main_rf_optuna,23.201121794871796,1248
main_rf,24.00160256410257,1248
