timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-06-16T14:09:23,random_forest_forecasting_template,97eb9425-b01e-4487-bf7a-a82f8a465841,acebb6d2-4075-46b1-bb1f-9e074789c891,3.9517803560001994,4.0841495822943166e-05,1.0334960990666229e-05,17.912709278410723,6.146792489132931,20.0,7.854711922653662e-05,6.7386165020001144e-06,2.1923860866667787e-05,0.00010720959659520452,0.0,Germany,DEU,baden-wurttemberg,,,Linux-7.0.0-15-generic-x86_64-with-glibc2.43,3.13.11,3.2.3,32,AMD Ryzen 9 8940HX with Radeon Graphics,1,1 x NVIDIA GeForce RTX 5060 Laptop GPU,9.1827,48.7798,61.08707809448242,machine,8.1,0.0,15.633333333333333,9.550490061442057,N,1.0,0.0
