timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-06-16T22:17:05,random_forest_forecasting_oliver_features_iq,a55120a7-70f8-4686-9980-34f4741608a5,acebb6d2-4075-46b1-bb1f-9e074789c891,1.635927950000223,1.0982028333864903e-07,6.713026899420238e-08,18.00057474034572,5.586416359279068,20.0,1.630483887719511e-05,2.5302798019998657e-06,9.056773872225676e-06,2.7891892551420652e-05,0.0,Canada,CAN,quebec,,,Linux-7.0.0-15-generic-x86_64-with-glibc2.43,3.13.11,3.2.3,32,AMD Ryzen 9 8940HX with Radeon Graphics,1,1 x NVIDIA GeForce RTX 5060 Laptop GPU,-71.2,46.8,61.087066650390625,machine,3.8,0.0,14.5,8.84445571899414,N,1.0,0.0
