timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue,cloud_provider,cloud_region
2026-06-16T14:08:49,random_forest_forecasting_template,8abe55ec-0dd0-4ec1-a12b-e4dcb503c61a,acebb6d2-4075-46b1-bb1f-9e074789c891,3.375772901000346,3.670997357107598e-05,1.0874538853072044e-05,18.74825636162414,7.932317282238661,20.0,7.021305339262145e-05,7.42695038599998e-06,1.872427912222116e-05,9.636428290084258e-05,0.0,Germany,DEU,baden-wurttemberg,Linux-7.0.0-15-generic-x86_64-with-glibc2.43,3.13.11,3.2.3,32,AMD Ryzen 9 8940HX with Radeon Graphics,1,1 x NVIDIA GeForce RTX 5060 Laptop GPU,9.1827,48.7798,61.08707809448242,machine,10.866666666666667,0.0,15.733333333333334,9.619158426920572,N,1.0,0.0,,
2026-06-16T17:23:54,random_forest_forecasting_with_lags_and_rollings,e951aa38-12fa-4124-a985-faaaff66c29d,acebb6d2-4075-46b1-bb1f-9e074789c891,1.3532773629995063,1.7194630353343116e-05,1.2705917370280722e-05,39.41125633949096,21.70309141919714,20.0,2.951867583714403e-05,8.12833983599966e-06,7.489171105549354e-06,4.513618677869305e-05,0.0,Germany,DEU,baden-wurttemberg,Linux-7.0.0-15-generic-x86_64-with-glibc2.43,3.13.11,3.2.3,32,AMD Ryzen 9 8940HX with Radeon Graphics,1,1 x NVIDIA GeForce RTX 5060 Laptop GPU,9.1827,48.7798,61.08707809448242,machine,100.0,0.0,20.0,12.246223449707031,N,1.0,0.0,,
