timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue,cloud_provider,cloud_region
2026-06-16T14:08:29,random_forest_forecasting_template,63320c83-b9f5-4dc8-a4bc-68c111d46e33,acebb6d2-4075-46b1-bb1f-9e074789c891,4.055303520000052,4.594910343633134e-05,1.1330620065728336e-05,15.520355792562707,9.612410921154476,20.0,8.730340428711285e-05,1.0814453096000005e-05,2.249929299444678e-05,0.0001206171503775,0.0,Germany,DEU,baden-wurttemberg,Linux-7.0.0-15-generic-x86_64-with-glibc2.43,3.13.11,3.2.3,32,AMD Ryzen 9 8940HX with Radeon Graphics,1,1 x NVIDIA GeForce RTX 5060 Laptop GPU,9.1827,48.7798,61.08707809448242,machine,9.3,0.0,15.775,9.63422966003418,N,1.0,0.0,,
2026-06-16T17:23:39,random_forest_forecasting_with_lags_and_rollings,d08fba3f-76a0-4c77-a10c-c5232b0de346,acebb6d2-4075-46b1-bb1f-9e074789c891,1.134184393000396,1.1107123567997903e-05,9.793049204825396e-06,21.533733992514644,29.73259615557095,20.0,1.3530902769157919e-05,9.342785252e-06,6.282693572221535e-06,2.9156381593379453e-05,0.0,Germany,DEU,baden-wurttemberg,Linux-7.0.0-15-generic-x86_64-with-glibc2.43,3.13.11,3.2.3,32,AMD Ryzen 9 8940HX with Radeon Graphics,1,1 x NVIDIA GeForce RTX 5060 Laptop GPU,9.1827,48.7798,61.08707809448242,machine,0.0,0.0,20.2,12.3575439453125,N,1.0,0.0,,
