timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue,cloud_provider,cloud_region
2026-06-16T14:08:43,random_forest_forecasting_template,f71c11bf-fa07-4582-aff8-27180550dc87,acebb6d2-4075-46b1-bb1f-9e074789c891,3.4298363819998485,3.64349130041624e-05,1.062293035183158e-05,18.158467502388287,7.908774745711416,20.0,6.909444194217775e-05,7.523617129999828e-06,1.9024185327776244e-05,9.56422443999538e-05,0.0,Germany,DEU,baden-wurttemberg,Linux-7.0.0-15-generic-x86_64-with-glibc2.43,3.13.11,3.2.3,32,AMD Ryzen 9 8940HX with Radeon Graphics,1,1 x NVIDIA GeForce RTX 5060 Laptop GPU,9.1827,48.7798,61.08707809448242,machine,6.7,0.0,15.800000000000002,9.670641581217447,N,1.0,0.0,,
2026-06-16T17:23:49,random_forest_forecasting_with_lags_and_rollings,d36e49cc-0cb0-466d-a8f7-a5c7a201bc84,acebb6d2-4075-46b1-bb1f-9e074789c891,1.447106163999706,1.439151459973256e-05,9.945030266442487e-06,22.945358288308057,28.427582466267285,20.0,1.838098831589009e-05,1.1386953554000465e-05,8.010020066669515e-06,3.777796193656007e-05,0.0,Germany,DEU,baden-wurttemberg,Linux-7.0.0-15-generic-x86_64-with-glibc2.43,3.13.11,3.2.3,32,AMD Ryzen 9 8940HX with Radeon Graphics,1,1 x NVIDIA GeForce RTX 5060 Laptop GPU,9.1827,48.7798,61.08707809448242,machine,3.1,0.0,20.1,12.2642822265625,N,1.0,0.0,,
