timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-06-17T14:05:52,random_forest_forecasting_oliver_main_features_iq_none,b6cd0ecc-a3ef-4a46-9ade-58ad13e9f2f6,acebb6d2-4075-46b1-bb1f-9e074789c891,2.1963778829995135,1.9992284557163258e-05,9.102388396781942e-06,18.999686919345475,9.22474461351021,20.0,3.4692977198803876e-05,5.615004492000135e-06,1.217209327221806e-05,5.248007496302207e-05,0.0,Germany,DEU,baden-wurttemberg,,,Linux-7.0.0-15-generic-x86_64-with-glibc2.43,3.13.11,3.2.3,32,AMD Ryzen 9 8940HX with Radeon Graphics,1,1 x NVIDIA GeForce RTX 5060 Laptop GPU,9.1827,48.7798,61.087066650390625,machine,7.15,0.0,17.9,10.914106369018555,N,1.0,0.0
