timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-06-17T15:06:02,random_forest_forecasting_plotted_sj_none,7dad456d-742b-4be5-b023-5ad083d44ad0,acebb6d2-4075-46b1-bb1f-9e074789c891,4.1054401000001235,4.2077047340853463e-05,1.0249095423619066e-05,13.000801047490551,11.973098953136647,20.0,7.403722395195496e-05,1.3637233132001922e-05,2.2778482516655962e-05,0.00011045293960061284,0.0,Germany,DEU,baden-wurttemberg,,,Linux-7.0.0-15-generic-x86_64-with-glibc2.43,3.13.11,3.2.3,32,AMD Ryzen 9 8940HX with Radeon Graphics,1,1 x NVIDIA GeForce RTX 5060 Laptop GPU,9.1827,48.7798,61.087066650390625,machine,11.325,0.0,17.975,10.96751880645752,N,1.0,0.0
