city,recent_score_weight,max_city_all_year_mae_over_best,selected_iteration,model_type,all_year_mae,recent_mae,selection_mae,best_city_all_year_mae,all_year_mae_gap,allowed_candidate_count
iq,0.0,0.0,a29_recent2_calendar_lgbm_l1_harmonic2,lgbm_calendar_recent_window,6.826923076923077,6.663461538461538,6.826923076923077,6.826923076923077,0.0,1
iq,0.15,0.0,a29_recent2_calendar_lgbm_l1_harmonic2,lgbm_calendar_recent_window,6.826923076923077,6.663461538461538,6.802403846153846,6.826923076923077,0.0,1
iq,0.3,0.0,a29_recent2_calendar_lgbm_l1_harmonic2,lgbm_calendar_recent_window,6.826923076923077,6.663461538461538,6.777884615384615,6.826923076923077,0.0,1
iq,0.45,0.0,a29_recent2_calendar_lgbm_l1_harmonic2,lgbm_calendar_recent_window,6.826923076923077,6.663461538461538,6.753365384615385,6.826923076923077,0.0,1
iq,0.6,0.0,a29_recent2_calendar_lgbm_l1_harmonic2,lgbm_calendar_recent_window,6.826923076923077,6.663461538461538,6.7288461538461535,6.826923076923077,0.0,1
iq,0.0,0.2,a29_recent2_calendar_lgbm_l1_harmonic2,lgbm_calendar_recent_window,6.826923076923077,6.663461538461538,6.826923076923077,6.826923076923077,0.0,10
iq,0.15,0.2,a29_recent2_calendar_lgbm_l1_harmonic2,lgbm_calendar_recent_window,6.826923076923077,6.663461538461538,6.802403846153846,6.826923076923077,0.0,10
iq,0.3,0.2,a33_recent4_calendar_lgbm_l1_harmonic2_regularized,lgbm_calendar_recent_window,6.908653846153846,6.302884615384615,6.726923076923076,6.826923076923077,0.08173076923076916,10
iq,0.45,0.2,a33_recent4_calendar_lgbm_l1_harmonic2_regularized,lgbm_calendar_recent_window,6.908653846153846,6.302884615384615,6.636057692307693,6.826923076923077,0.08173076923076916,10
iq,0.6,0.2,a33_recent4_calendar_lgbm_l1_harmonic2_regularized,lgbm_calendar_recent_window,6.908653846153846,6.302884615384615,6.545192307692307,6.826923076923077,0.08173076923076916,10
iq,0.0,0.35,a29_recent2_calendar_lgbm_l1_harmonic2,lgbm_calendar_recent_window,6.826923076923077,6.663461538461538,6.826923076923077,6.826923076923077,0.0,13
iq,0.15,0.35,a29_recent2_calendar_lgbm_l1_harmonic2,lgbm_calendar_recent_window,6.826923076923077,6.663461538461538,6.802403846153846,6.826923076923077,0.0,13
iq,0.3,0.35,a33_recent4_calendar_lgbm_l1_harmonic2_regularized,lgbm_calendar_recent_window,6.908653846153846,6.302884615384615,6.726923076923076,6.826923076923077,0.08173076923076916,13
iq,0.45,0.35,a33_recent4_calendar_lgbm_l1_harmonic2_regularized,lgbm_calendar_recent_window,6.908653846153846,6.302884615384615,6.636057692307693,6.826923076923077,0.08173076923076916,13
iq,0.6,0.35,a33_recent4_calendar_lgbm_l1_harmonic2_regularized,lgbm_calendar_recent_window,6.908653846153846,6.302884615384615,6.545192307692307,6.826923076923077,0.08173076923076916,13
iq,0.0,0.75,a29_recent2_calendar_lgbm_l1_harmonic2,lgbm_calendar_recent_window,6.826923076923077,6.663461538461538,6.826923076923077,6.826923076923077,0.0,39
iq,0.15,0.75,a29_recent2_calendar_lgbm_l1_harmonic2,lgbm_calendar_recent_window,6.826923076923077,6.663461538461538,6.802403846153846,6.826923076923077,0.0,39
iq,0.3,0.75,a33_recent4_calendar_lgbm_l1_harmonic2_regularized,lgbm_calendar_recent_window,6.908653846153846,6.302884615384615,6.726923076923076,6.826923076923077,0.08173076923076916,39
iq,0.45,0.75,a33_recent4_calendar_lgbm_l1_harmonic2_regularized,lgbm_calendar_recent_window,6.908653846153846,6.302884615384615,6.636057692307693,6.826923076923077,0.08173076923076916,39
iq,0.6,0.75,a33_recent4_calendar_lgbm_l1_harmonic2_regularized,lgbm_calendar_recent_window,6.908653846153846,6.302884615384615,6.545192307692307,6.826923076923077,0.08173076923076916,39
iq,0.0,inf,a29_recent2_calendar_lgbm_l1_harmonic2,lgbm_calendar_recent_window,6.826923076923077,6.663461538461538,6.826923076923077,6.826923076923077,0.0,40
iq,0.15,inf,a29_recent2_calendar_lgbm_l1_harmonic2,lgbm_calendar_recent_window,6.826923076923077,6.663461538461538,6.802403846153846,6.826923076923077,0.0,40
iq,0.3,inf,a33_recent4_calendar_lgbm_l1_harmonic2_regularized,lgbm_calendar_recent_window,6.908653846153846,6.302884615384615,6.726923076923076,6.826923076923077,0.08173076923076916,40
iq,0.45,inf,a33_recent4_calendar_lgbm_l1_harmonic2_regularized,lgbm_calendar_recent_window,6.908653846153846,6.302884615384615,6.636057692307693,6.826923076923077,0.08173076923076916,40
iq,0.6,inf,a33_recent4_calendar_lgbm_l1_harmonic2_regularized,lgbm_calendar_recent_window,6.908653846153846,6.302884615384615,6.545192307692307,6.826923076923077,0.08173076923076916,40
sj,0.0,0.0,a39_recent7_calendar_quantile_harmonic2,quantile_calendar_recent_window,22.515625,16.64423076923077,22.515625,22.515625,0.0,1
sj,0.15,0.0,a39_recent7_calendar_quantile_harmonic2,quantile_calendar_recent_window,22.515625,16.64423076923077,21.634915865384613,22.515625,0.0,1
sj,0.3,0.0,a39_recent7_calendar_quantile_harmonic2,quantile_calendar_recent_window,22.515625,16.64423076923077,20.75420673076923,22.515625,0.0,1
sj,0.45,0.0,a39_recent7_calendar_quantile_harmonic2,quantile_calendar_recent_window,22.515625,16.64423076923077,19.873497596153847,22.515625,0.0,1
sj,0.6,0.0,a39_recent7_calendar_quantile_harmonic2,quantile_calendar_recent_window,22.515625,16.64423076923077,18.99278846153846,22.515625,0.0,1
sj,0.0,0.2,a39_recent7_calendar_quantile_harmonic2,quantile_calendar_recent_window,22.515625,16.64423076923077,22.515625,22.515625,0.0,3
sj,0.15,0.2,a39_recent7_calendar_quantile_harmonic2,quantile_calendar_recent_window,22.515625,16.64423076923077,21.634915865384613,22.515625,0.0,3
sj,0.3,0.2,a39_recent7_calendar_quantile_harmonic2,quantile_calendar_recent_window,22.515625,16.64423076923077,20.75420673076923,22.515625,0.0,3
sj,0.45,0.2,a39_recent7_calendar_quantile_harmonic2,quantile_calendar_recent_window,22.515625,16.64423076923077,19.873497596153847,22.515625,0.0,3
sj,0.6,0.2,a39_recent7_calendar_quantile_harmonic2,quantile_calendar_recent_window,22.515625,16.64423076923077,18.99278846153846,22.515625,0.0,3
sj,0.0,0.35,a39_recent7_calendar_quantile_harmonic2,quantile_calendar_recent_window,22.515625,16.64423076923077,22.515625,22.515625,0.0,6
sj,0.15,0.35,a39_recent7_calendar_quantile_harmonic2,quantile_calendar_recent_window,22.515625,16.64423076923077,21.634915865384613,22.515625,0.0,6
sj,0.3,0.35,a39_recent7_calendar_quantile_harmonic2,quantile_calendar_recent_window,22.515625,16.64423076923077,20.75420673076923,22.515625,0.0,6
sj,0.45,0.35,a39_recent7_calendar_quantile_harmonic2,quantile_calendar_recent_window,22.515625,16.64423076923077,19.873497596153847,22.515625,0.0,6
sj,0.6,0.35,a39_recent7_calendar_quantile_harmonic2,quantile_calendar_recent_window,22.515625,16.64423076923077,18.99278846153846,22.515625,0.0,6
sj,0.0,0.75,a39_recent7_calendar_quantile_harmonic2,quantile_calendar_recent_window,22.515625,16.64423076923077,22.515625,22.515625,0.0,11
sj,0.15,0.75,a39_recent7_calendar_quantile_harmonic2,quantile_calendar_recent_window,22.515625,16.64423076923077,21.634915865384613,22.515625,0.0,11
sj,0.3,0.75,a39_recent7_calendar_quantile_harmonic2,quantile_calendar_recent_window,22.515625,16.64423076923077,20.75420673076923,22.515625,0.0,11
sj,0.45,0.75,a39_recent7_calendar_quantile_harmonic2,quantile_calendar_recent_window,22.515625,16.64423076923077,19.873497596153847,22.515625,0.0,11
sj,0.6,0.75,a39_recent7_calendar_quantile_harmonic2,quantile_calendar_recent_window,22.515625,16.64423076923077,18.99278846153846,22.515625,0.0,11
sj,0.0,inf,a39_recent7_calendar_quantile_harmonic2,quantile_calendar_recent_window,22.515625,16.64423076923077,22.515625,22.515625,0.0,40
sj,0.15,inf,a39_recent7_calendar_quantile_harmonic2,quantile_calendar_recent_window,22.515625,16.64423076923077,21.634915865384613,22.515625,0.0,40
sj,0.3,inf,a38_recent4_calendar_lgbm_l1_harmonic2_more_regularized,lgbm_calendar_recent_window,23.390625,14.567307692307692,20.743629807692304,22.515625,0.875,40
sj,0.45,inf,a38_recent4_calendar_lgbm_l1_harmonic2_more_regularized,lgbm_calendar_recent_window,23.390625,14.567307692307692,19.420132211538462,22.515625,0.875,40
sj,0.6,inf,a38_recent4_calendar_lgbm_l1_harmonic2_more_regularized,lgbm_calendar_recent_window,23.390625,14.567307692307692,18.096634615384616,22.515625,0.875,40
