component,explained_variance_ratio,cumulative_explained_variance
226,4.537864729114416e-05,0.9995851249766656
227,4.088462516448622e-05,0.9996260096018301
228,3.671049576646038e-05,0.9996627200975966
229,3.294129403123334e-05,0.9996956613916278
230,3.0327333555457468e-05,0.9997259887251833
231,2.7073988290504118e-05,0.9997530627134738
232,2.5946177096969842e-05,0.9997790088905707
233,2.5579259931185883e-05,0.9998045881505019
234,2.3973590676885858e-05,0.9998285617411787
235,2.1493885605265045e-05,0.999850055626784
236,1.9489307411222636e-05,0.9998695449341952
237,1.853321129135474e-05,0.9998880781454865
238,1.7183738780734845e-05,0.9999052618842672
239,1.2765177671351002e-05,0.9999180270619386
240,7.357641595140271e-06,0.9999253847035336
241,6.809774381004087e-06,0.9999321944779147
242,5.473737120983444e-06,0.9999376682150357
243,4.608470897486326e-06,0.9999422766859332
244,4.059656630805587e-06,0.9999463363425639
245,3.933946634784581e-06,0.9999502702891987
246,3.7760445335388273e-06,0.9999540463337322
247,3.411838368503967e-06,0.9999574581721007
248,3.1257524938363067e-06,0.9999605839245945
249,2.866037312505887e-06,0.999963449961907
250,2.794693943287965e-06,0.9999662446558503
251,2.650354770689168e-06,0.9999688950106209
252,2.6191559652342708e-06,0.9999715141665861
253,2.352380200096261e-06,0.9999738665467862
254,2.3288756990817157e-06,0.9999761954224853
255,2.230980381133033e-06,0.9999784264028664
256,2.0010952245890096e-06,0.999980427498091
257,1.928131801889175e-06,0.9999823556298929
258,1.9046530325400905e-06,0.9999842602829254
259,1.8387709592016935e-06,0.9999860990538846
260,1.7038734660583673e-06,0.9999878029273507
261,1.6457504556435785e-06,0.9999894486778064
262,1.5121748360771436e-06,0.9999909608526425
263,1.4804922314372366e-06,0.999992441344874
264,1.4512436332854645e-06,0.9999938925885072
265,1.3848203665618287e-06,0.9999952774088738
266,1.3036985976434456e-06,0.9999965811074715
267,1.174713211815571e-06,0.9999977558206833
268,1.158903041699738e-06,0.999998914723725
269,1.0236658146385647e-06,0.9999999383895397
270,6.161046015650547e-08,0.9999999999999999
271,8.374030807439922e-31,0.9999999999999999
272,7.0036564473191285e-31,0.9999999999999999
273,5.348634198449046e-31,0.9999999999999999
274,4.695625900528643e-31,0.9999999999999999
275,3.8053410985971207e-31,0.9999999999999999
276,3.2019230744541844e-31,0.9999999999999999
277,2.864680611217964e-31,0.9999999999999999
278,2.1837911184900587e-31,0.9999999999999999
279,1.5658492701930965e-31,0.9999999999999999
280,1.28469966059652e-31,0.9999999999999999
281,1.5271267039064097e-32,0.9999999999999999
282,1.3196184895501683e-32,0.9999999999999999
283,1.0287775544754008e-32,0.9999999999999999
284,7.573646331809424e-33,0.9999999999999999
285,5.932015288148581e-33,0.9999999999999999
286,4.770117325961878e-33,0.9999999999999999
287,4.301898107699323e-33,0.9999999999999999
288,4.1477837271073575e-33,0.9999999999999999
289,3.0775489849169536e-33,0.9999999999999999
290,2.401076470385749e-33,0.9999999999999999
291,2.238309131177683e-33,0.9999999999999999
292,1.817654117613627e-33,0.9999999999999999
293,1.2435997917312134e-33,0.9999999999999999
294,1.1725499441105228e-33,0.9999999999999999
295,1.0170963841966014e-33,0.9999999999999999
296,9.815321438220075e-34,0.9999999999999999
297,8.770532066984293e-34,0.9999999999999999
298,8.770532066984293e-34,0.9999999999999999
299,8.770532066984293e-34,0.9999999999999999
300,8.770532066984293e-34,0.9999999999999999
301,8.770532066984293e-34,0.9999999999999999
302,8.770532066984293e-34,0.9999999999999999
303,8.770532066984293e-34,0.9999999999999999
304,8.770532066984293e-34,0.9999999999999999
305,8.770532066984293e-34,0.9999999999999999
306,8.770532066984293e-34,0.9999999999999999
307,8.770532066984293e-34,0.9999999999999999
308,8.770532066984293e-34,0.9999999999999999
309,8.770532066984293e-34,0.9999999999999999
310,8.770532066984293e-34,0.9999999999999999
311,8.770532066984293e-34,0.9999999999999999
312,8.770532066984293e-34,0.9999999999999999
313,8.770532066984293e-34,0.9999999999999999
314,8.770532066984293e-34,0.9999999999999999
315,8.770532066984293e-34,0.9999999999999999
316,8.770532066984293e-34,0.9999999999999999
317,8.770532066984293e-34,0.9999999999999999
318,8.770532066984293e-34,0.9999999999999999
319,8.770532066984293e-34,0.9999999999999999
320,8.770532066984293e-34,0.9999999999999999
321,8.770532066984293e-34,0.9999999999999999
322,8.770532066984293e-34,0.9999999999999999
323,8.770532066984293e-34,0.9999999999999999
324,8.770532066984293e-34,0.9999999999999999
325,8.770532066984293e-34,0.9999999999999999
326,8.770532066984293e-34,0.9999999999999999
327,8.770532066984293e-34,0.9999999999999999
328,8.770532066984293e-34,0.9999999999999999
329,8.770532066984293e-34,0.9999999999999999
330,8.770532066984293e-34,0.9999999999999999
331,8.770532066984293e-34,0.9999999999999999
332,8.770532066984293e-34,0.9999999999999999
333,8.770532066984293e-34,0.9999999999999999
334,8.770532066984293e-34,0.9999999999999999
335,8.770532066984293e-34,0.9999999999999999
336,8.770532066984293e-34,0.9999999999999999
337,6.127270104554793e-34,0.9999999999999999
338,2.711385885116759e-34,0.9999999999999999
339,2.1571639368196372e-34,0.9999999999999999
340,9.422998090873719e-35,0.9999999999999999
