city,loss,objective,selection_mode,n_trials,mae,selected
sj,tweedie,tweedie,default_params,0,27.77764423076923,False
sj,poisson,poisson,default_params,0,28.087740384615387,False
sj,l1,regression_l1,default_params,0,25.768028846153847,True
iq,tweedie,tweedie,default_params,0,8.391826923076923,False
iq,poisson,poisson,default_params,0,8.39423076923077,False
iq,l1,regression_l1,default_params,0,7.447115384615383,True
