iteration,model_type,city,validation_year,train_rows,validation_rows,mae
a01_calendar_lgbm_l1_raw,lgbm_calendar,sj,all,,832,23.61778846153846
a01_calendar_lgbm_l1_raw,lgbm_calendar,iq,all,,416,7.201923076923077
