city,best_mae,objective,n_estimators,learning_rate,num_leaves,min_child_samples,subsample,colsample_bytree,reg_alpha,reg_lambda,tweedie_variance_power,subsample_freq,random_state,verbose
sj,28.782451923076927,tweedie,600,0.010437335666720523,62,68,0.6849356442713105,0.6727299868828402,0.0007274653135669422,0.003320559103751959,1.4673295021425665,1,42,-1
iq,9.85576923076923,tweedie,350,0.07220721098226064,48,50,0.6624074561769746,0.662397808134481,0.00018747059221802545,2.142302175774105,1.5207805082202461,1,42,-1
