city,model,selection_mode,selection_id,grid_index,feature,importance
sj,random_forest,optuna,34,,reanalysis_avg_temp_k_rolling_14_mean,0.0023433623023253625
sj,random_forest,optuna,34,,reanalysis_air_temp_k_rolling_14_mean,0.0023239768553586495
sj,random_forest,optuna,34,,reanalysis_air_temp_k_rolling_12_mean,0.0020916628838683394
sj,random_forest,optuna,34,,ndvi_nw_lag_55,0.0019815847589041507
sj,random_forest,optuna,34,,reanalysis_min_air_temp_k_rolling_14_mean,0.0019421757618901085
sj,random_forest,optuna,34,,ndvi_nw_lag_56,0.0018546884822004668
sj,random_forest,optuna,34,,reanalysis_avg_temp_k_lag_33,0.0018208458823394695
sj,random_forest,optuna,34,,station_avg_temp_c_rolling_12_mean,0.0018015182606523055
sj,random_forest,optuna,34,,reanalysis_max_air_temp_k_lag_33,0.001649375755089843
sj,random_forest,optuna,34,,reanalysis_air_temp_k_lag_33,0.0016408692206158185
sj,random_forest,optuna,34,,reanalysis_max_air_temp_k_lag_7,0.0015935561892499214
sj,random_forest,optuna,34,,reanalysis_min_air_temp_k_lag_32,0.0015706016317927566
sj,random_forest,optuna,34,,reanalysis_max_air_temp_k_lag_8,0.0015529262145153311
sj,random_forest,optuna,34,,station_avg_temp_c_lag_57,0.0015222942321990022
sj,random_forest,optuna,34,,station_max_temp_c_lag_10,0.0013765138692456438
sj,random_forest,optuna,34,,station_min_temp_c_lag_12,0.001354266539412508
sj,random_forest,optuna,34,,reanalysis_min_air_temp_k_rolling_13_mean,0.0013398251655030425
sj,random_forest,optuna,34,,station_avg_temp_c_lag_55,0.0011544575535512346
sj,random_forest,optuna,34,,ndvi_nw_lag_57,0.0011411146550428164
sj,random_forest,optuna,34,,reanalysis_tdtr_k_lag_52,0.0011267993713000711
sj,random_forest,optuna,34,,station_min_temp_c_lag_13,0.0011070703017931846
sj,random_forest,optuna,34,,ndvi_ne_lag_33,0.00107813223240675
sj,random_forest,optuna,34,,reanalysis_specific_humidity_g_per_kg_lag_27,0.0010422747258104308
sj,random_forest,optuna,34,,reanalysis_relative_humidity_percent_lag_55,0.001027798535095501
sj,random_forest,optuna,34,,station_avg_temp_c_lag_10,0.0009886493115640357
sj,random_forest,optuna,34,,reanalysis_avg_temp_k_lag_27,0.0009630667598355377
sj,random_forest,optuna,34,,reanalysis_dew_point_temp_k_lag_31,0.0009457926253857316
sj,random_forest,optuna,34,,station_avg_temp_c_lag_11,0.0009331447094449758
sj,random_forest,optuna,34,,station_min_temp_c_lag_9,0.0008783464183449759
sj,random_forest,optuna,34,,reanalysis_dew_point_temp_k_lag_27,0.0008677662991949394
sj,random_forest,optuna,34,,station_precip_mm_lag_33,0.000849595938313974
sj,random_forest,optuna,34,,station_max_temp_c_lag_9,0.0008481009390465668
sj,random_forest,optuna,34,,reanalysis_air_temp_k_lag_27,0.0008206241414009029
sj,random_forest,optuna,34,,station_max_temp_c_lag_12,0.0007682612973342394
sj,random_forest,optuna,34,,station_max_temp_c_lag_11,0.0007606984043200052
sj,random_forest,optuna,34,,station_avg_temp_c_lag_8,0.0007580642539732255
sj,random_forest,optuna,34,,station_avg_temp_c_lag_56,0.00075712752362112
sj,random_forest,optuna,34,,station_diur_temp_rng_c_lag_27,0.000751164924468694
sj,random_forest,optuna,34,,station_precip_mm_lag_27,0.0007452952983032566
sj,random_forest,optuna,34,,reanalysis_max_air_temp_k_lag_6,0.0007382738127018215
sj,random_forest,optuna,34,,reanalysis_min_air_temp_k_lag_28,0.0007237623125988191
sj,random_forest,optuna,34,,reanalysis_relative_humidity_percent_lag_57,0.0006856907720865363
sj,random_forest,optuna,34,,reanalysis_avg_temp_k_lag_8,0.0006787805800744419
sj,random_forest,optuna,34,,reanalysis_avg_temp_k_lag_32,0.0006748913305626568
sj,random_forest,optuna,34,,reanalysis_max_air_temp_k_lag_31,0.0006710960568663618
sj,random_forest,optuna,34,,station_max_temp_c_lag_7,0.000648747804527128
sj,random_forest,optuna,34,,reanalysis_avg_temp_k_lag_9,0.0006456872853987539
sj,random_forest,optuna,34,,station_min_temp_c_lag_7,0.0006371683958335252
sj,random_forest,optuna,34,,reanalysis_air_temp_k_lag_32,0.0006353856497542314
sj,random_forest,optuna,34,,reanalysis_tdtr_k_lag_51,0.0006302761398004258
sj,random_forest,optuna,34,,ndvi_se_lag_16,0.0006114902402037176
sj,random_forest,optuna,34,,ndvi_se_lag_15,0.0005999302469596344
sj,random_forest,optuna,34,,reanalysis_avg_temp_k_lag_31,0.0005937729932982929
sj,random_forest,optuna,34,,station_max_temp_c_lag_13,0.0005723882729389243
sj,random_forest,optuna,34,,station_precip_mm_lag_31,0.000570081566062401
sj,random_forest,optuna,34,,reanalysis_air_temp_k_lag_29,0.0005580876264723023
sj,random_forest,optuna,34,,reanalysis_air_temp_k_lag_8,0.0005458372238426706
sj,random_forest,optuna,34,,station_min_temp_c_lag_11,0.0005266546220042481
sj,random_forest,optuna,34,,reanalysis_air_temp_k_lag_31,0.0004996641443622395
sj,random_forest,optuna,34,,station_precip_mm_lag_32,0.0004995167822754662
sj,random_forest,optuna,34,,reanalysis_specific_humidity_g_per_kg_lag_31,0.0004924256381756225
sj,random_forest,optuna,34,,station_min_temp_c_lag_10,0.0004834870973559404
sj,random_forest,optuna,34,,reanalysis_avg_temp_k_rolling_12_mean,0.00046032390467038185
sj,random_forest,optuna,34,,reanalysis_sat_precip_amt_mm_lag_33,0.0004523063951983863
sj,random_forest,optuna,34,,reanalysis_min_air_temp_k_lag_31,0.00045207581197711177
sj,random_forest,optuna,34,,reanalysis_precip_amt_kg_per_m2_lag_49,0.000451597509063914
sj,random_forest,optuna,34,,reanalysis_max_air_temp_k_lag_32,0.00045040050225370965
sj,random_forest,optuna,34,,reanalysis_precip_amt_kg_per_m2_lag_51,0.0004493985469048454
sj,random_forest,optuna,34,,reanalysis_air_temp_k_lag_28,0.0004402515982773279
sj,random_forest,optuna,34,,station_max_temp_c_lag_8,0.0004393235073329661
sj,random_forest,optuna,34,,station_diur_temp_rng_c_lag_29,0.0004233148523726046
sj,random_forest,optuna,34,,reanalysis_min_air_temp_k_lag_27,0.00039271497085788796
sj,random_forest,optuna,34,,station_precip_mm_lag_28,0.00037116925340578623
sj,random_forest,optuna,34,,reanalysis_min_air_temp_k_lag_29,0.0003633405569857528
sj,random_forest,optuna,34,,reanalysis_tdtr_k_lag_49,0.00033046377284581694
sj,random_forest,optuna,34,,reanalysis_avg_temp_k_rolling_13_mean,0.0003225251970872427
sj,random_forest,optuna,34,,precipitation_amt_mm_lag_33,0.00032134607224376167
sj,random_forest,optuna,34,,reanalysis_specific_humidity_g_per_kg_lag_29,0.000308340883963376
sj,random_forest,optuna,34,,reanalysis_min_air_temp_k_rolling_12_mean,0.00029893832932995675
sj,random_forest,optuna,34,,reanalysis_tdtr_k_lag_45,0.00029572534692169644
sj,random_forest,optuna,34,,reanalysis_avg_temp_k_lag_29,0.00029171073836017263
sj,random_forest,optuna,34,,reanalysis_avg_temp_k_lag_7,0.00028621011846494105
sj,random_forest,optuna,34,,reanalysis_dew_point_temp_k_lag_29,0.0002775942598475554
sj,random_forest,optuna,34,,reanalysis_tdtr_k_lag_43,0.0002695949179425629
