iteration,model_type,city,validation_year,train_rows,validation_rows,all_year_mae,recent_validation_years,recent_mae,recent_score_weight,selection_mae
a47_sj_quantile_lgbm_frontier_blend,blend,all,all,,1248,17.341346153846153,4,11.733173076923077,0.3,15.65889423076923
a38_recent4_calendar_lgbm_l1_harmonic2_more_regularized,lgbm_calendar_recent_window,all,all,,1248,17.897435897435898,4,10.447115384615383,0.3,15.662339743589744
a50_sj_quantile_lgbm_frontier_blend_quantile_tilt,blend,all,all,,1248,17.362179487179485,4,11.723557692307693,0.3,15.670592948717948
a51_sj_quantile_lgbm_frontier_blend_lgbm_tilt,blend,all,all,,1248,17.365384615384617,4,11.762019230769232,0.3,15.684375
a39_recent7_calendar_quantile_harmonic2,quantile_calendar_recent_window,all,all,,1248,17.40625,4,11.716346153846153,0.3,15.699278846153845
a37_recent7_calendar_lgbm_l1_harmonic2_more_regularized,lgbm_calendar_recent_window,all,all,,1248,17.396634615384617,4,11.778846153846155,0.3,15.711298076923077
a40_recent4_calendar_quantile_harmonic2,quantile_calendar_recent_window,all,all,,1248,17.88621794871795,4,10.653846153846153,0.3,15.71650641025641
a32_recent7_calendar_lgbm_l1_harmonic2_regularized,lgbm_calendar_recent_window,all,all,,1248,17.514423076923077,4,11.786057692307692,0.3,15.79591346153846
a33_recent4_calendar_lgbm_l1_harmonic2_regularized,lgbm_calendar_recent_window,all,all,,1248,18.11698717948718,4,10.478365384615385,0.3,15.82540064102564
a31_recent4_calendar_lgbm_l1_harmonic3,lgbm_calendar_recent_window,all,all,,1248,18.092147435897434,4,10.55048076923077,0.3,15.829647435897435
a35_recent4_calendar_rf_abs_harmonic2,rf_calendar_recent_window,all,all,,1248,18.178685897435898,4,10.427884615384615,0.3,15.853445512820514
a24_recent7_calendar_lgbm_l1_harmonic2,lgbm_calendar_recent_window,all,all,,1248,17.58653846153846,4,11.8125,0.3,15.85432692307692
a28_recent7_calendar_lgbm_l1_harmonic3,lgbm_calendar_recent_window,all,all,,1248,17.590544871794872,4,11.834134615384617,0.3,15.863621794871795
a27_recent4_calendar_lgbm_l1_harmonic2,lgbm_calendar_recent_window,all,all,,1248,18.19871794871795,4,10.528846153846153,0.3,15.89775641025641
a48_iq_lgbm_rf_frontier_blend_recent_tilt,blend,all,all,,1248,18.294070512820515,4,10.341346153846153,0.3,15.908253205128206
a15_recent7_calendar_lgbm_l1_raw,lgbm_calendar_recent_window,all,all,,1248,17.66346153846154,4,11.838942307692307,0.3,15.91610576923077
a21_recent4_calendar_lgbm_l1_raw,lgbm_calendar_recent_window,all,all,,1248,18.278846153846153,4,10.509615384615385,0.3,15.948076923076922
a34_recent7_calendar_rf_abs_harmonic2,rf_calendar_recent_window,all,all,,1248,17.766826923076923,4,11.745192307692307,0.3,15.960336538461538
a17_recent10_calendar_lgbm_l1_raw,lgbm_calendar_recent_window,all,all,,1248,17.838942307692307,4,11.641826923076923,0.3,15.979807692307691
a23_recent6_calendar_lgbm_l1_harmonic2,lgbm_calendar_recent_window,all,all,,1248,17.982371794871796,4,11.314903846153847,0.3,15.982131410256411
a14_recent6_calendar_lgbm_l1_raw,lgbm_calendar_recent_window,all,all,,1248,18.064102564102566,4,11.28125,0.3,16.029246794871796
a46_iq_lgbm_rf_frontier_blend,blend,all,all,,1248,18.50801282051282,4,10.266826923076923,0.3,16.03565705128205
a20_recent8_calendar_lgbm_l1_harmonic2,lgbm_calendar_recent_window,all,all,,1248,17.883814102564102,4,11.74278846153846,0.3,16.041506410256407
a16_recent9_calendar_lgbm_l1_raw,lgbm_calendar_recent_window,all,all,,1248,17.920673076923077,4,11.694711538461537,0.3,16.052884615384613
a13_recent8_calendar_lgbm_l1_raw,lgbm_calendar_recent_window,all,all,,1248,17.932692307692307,4,11.78125,0.3,16.087259615384614
a45_iq_lgbm_frontier_blend,blend,all,all,,1248,18.78205128205128,4,10.225961538461538,0.3,16.215224358974357
a49_iq_lgbm_rf_frontier_blend_short_tilt,blend,all,all,,1248,18.814903846153847,4,10.189903846153847,0.3,16.227403846153845
a10_calendar_lgbm_l1_recent_weighted_soft,lgbm_calendar_recent_weighted,all,all,,1248,18.0625,4,12.185096153846153,0.3,16.299278846153847
a18_recent12_calendar_lgbm_l1_raw,lgbm_calendar_recent_window,all,all,,1248,18.151442307692307,4,12.100961538461537,0.3,16.336298076923075
a02_calendar_lgbm_l1_recent_weighted,lgbm_calendar_recent_weighted,all,all,,1248,18.267628205128204,4,12.038461538461538,0.3,16.398878205128202
a22_recent5_calendar_lgbm_l1_raw,lgbm_calendar_recent_window,all,all,,1248,18.366185897435898,4,11.831730769230768,0.3,16.405849358974358
a19_calendar_lgbm_l1_harmonic2,lgbm_calendar,all,all,,1248,18.169070512820515,4,12.382211538461538,0.3,16.433012820512822
a01_calendar_lgbm_l1_raw,lgbm_calendar,all,all,,1248,18.228365384615383,4,12.391826923076923,0.3,16.477403846153845
a07_week_median_profile_pm2,week_profile,all,all,,1248,18.306891025641026,4,12.314903846153847,0.3,16.50929487179487
a09_calendar_lgbm_pm1_median_blend,blend,all,all,,1248,18.28846153846154,4,12.358173076923077,0.3,16.509375000000002
a12_calendar_lgbm_l1_recent_weighted_curved,lgbm_calendar_recent_weighted,all,all,,1248,18.524839743589745,4,11.865384615384615,0.3,16.527003205128207
a11_calendar_lgbm_l1_recent_weighted_strong,lgbm_calendar_recent_weighted,all,all,,1248,18.540865384615383,4,11.838942307692307,0.3,16.53028846153846
a06_week_median_profile_pm1,week_profile,all,all,,1248,18.340544871794872,4,12.350961538461538,0.3,16.543669871794872
a30_recent3_calendar_lgbm_l1_harmonic2,lgbm_calendar_recent_window,all,all,,1248,18.55849358974359,4,11.913461538461538,0.3,16.564983974358974
a26_recent3_calendar_lgbm_l1_raw,lgbm_calendar_recent_window,all,all,,1248,18.628205128205128,4,11.920673076923077,0.3,16.615945512820513
a04_week_median_profile,week_profile,all,all,,1248,18.493589743589745,4,12.435096153846153,0.3,16.676041666666666
a08_recent5_week_median_profile,week_profile,all,all,,1248,18.721153846153847,4,12.026442307692307,0.3,16.712740384615383
a29_recent2_calendar_lgbm_l1_harmonic2,lgbm_calendar_recent_window,all,all,,1248,20.044871794871796,4,10.158653846153847,0.3,17.07900641025641
a25_recent2_calendar_lgbm_l1_raw,lgbm_calendar_recent_window,all,all,,1248,20.638621794871796,4,10.197115384615385,0.3,17.50616987179487
a44_recent4_calendar_negbin_glm_harmonic2,glm_negbin_calendar_recent_window,all,all,,1248,21.24919871794872,4,10.711538461538462,0.3,18.08790064102564
a42_recent4_calendar_poisson_glm_harmonic2,glm_poisson_calendar_recent_window,all,all,,1248,21.401442307692307,4,10.75,0.3,18.206009615384612
a36_recent2_calendar_rf_abs_harmonic2,rf_calendar_recent_window,all,all,,1248,22.298076923076923,4,10.34375,0.3,18.711778846153845
a43_recent7_calendar_negbin_glm_harmonic2,glm_negbin_calendar_recent_window,all,all,,1248,21.69871794871795,4,12.26201923076923,0.3,18.867708333333333
a41_recent7_calendar_poisson_glm_harmonic2,glm_poisson_calendar_recent_window,all,all,,1248,21.75400641025641,4,12.257211538461538,0.3,18.904967948717946
a05_week_mean_profile,week_profile,all,all,,1248,23.43669871794872,4,15.262019230769232,0.3,20.984294871794873
a03_calendar_lgbm_l1_with_year_index,lgbm_calendar_year_index,all,all,,1248,24.14903846153846,4,13.711538461538463,0.3,21.01778846153846
a46_iq_lgbm_rf_frontier_blend,blend,iq,all,,416,6.8076923076923075,4,6.403846153846154,0.3,6.686538461538461
a48_iq_lgbm_rf_frontier_blend_recent_tilt,blend,iq,all,,416,6.829326923076923,4,6.3798076923076925,0.3,6.694471153846154
a49_iq_lgbm_rf_frontier_blend_short_tilt,blend,iq,all,,416,6.814903846153846,4,6.447115384615385,0.3,6.704567307692307
a45_iq_lgbm_frontier_blend,blend,iq,all,,416,6.814903846153846,4,6.466346153846154,0.3,6.710336538461538
a38_recent4_calendar_lgbm_l1_harmonic2_more_regularized,lgbm_calendar_recent_window,iq,all,,416,6.899038461538462,4,6.350961538461538,0.3,6.734615384615384
a35_recent4_calendar_rf_abs_harmonic2,rf_calendar_recent_window,iq,all,,416,6.908653846153846,4,6.350961538461538,0.3,6.741346153846153
a33_recent4_calendar_lgbm_l1_harmonic2_regularized,lgbm_calendar_recent_window,iq,all,,416,6.903846153846154,4,6.3701923076923075,0.3,6.74375
a21_recent4_calendar_lgbm_l1_raw,lgbm_calendar_recent_window,iq,all,,416,6.939903846153846,4,6.3798076923076925,0.3,6.771875
a40_recent4_calendar_quantile_harmonic2,quantile_calendar_recent_window,iq,all,,416,6.949519230769231,4,6.375,0.3,6.777163461538461
a27_recent4_calendar_lgbm_l1_harmonic2,lgbm_calendar_recent_window,iq,all,,416,6.944711538461538,4,6.408653846153846,0.3,6.78389423076923
a31_recent4_calendar_lgbm_l1_harmonic3,lgbm_calendar_recent_window,iq,all,,416,6.947115384615385,4,6.4423076923076925,0.3,6.795673076923077
a25_recent2_calendar_lgbm_l1_raw,lgbm_calendar_recent_window,iq,all,,416,6.850961538461538,4,6.6826923076923075,0.3,6.800480769230768
a29_recent2_calendar_lgbm_l1_harmonic2,lgbm_calendar_recent_window,iq,all,,416,6.9014423076923075,4,6.634615384615385,0.3,6.821394230769231
a36_recent2_calendar_rf_abs_harmonic2,rf_calendar_recent_window,iq,all,,416,6.978365384615385,4,6.774038461538462,0.3,6.917067307692307
a14_recent6_calendar_lgbm_l1_raw,lgbm_calendar_recent_window,iq,all,,416,7.091346153846154,4,6.6201923076923075,0.3,6.949999999999999
a23_recent6_calendar_lgbm_l1_harmonic2,lgbm_calendar_recent_window,iq,all,,416,7.0889423076923075,4,6.653846153846154,0.3,6.958413461538461
a34_recent7_calendar_rf_abs_harmonic2,rf_calendar_recent_window,iq,all,,416,7.074519230769231,4,6.774038461538462,0.3,6.984375
a43_recent7_calendar_negbin_glm_harmonic2,glm_negbin_calendar_recent_window,iq,all,,416,7.127403846153846,4,6.841346153846154,0.3,7.041586538461537
a41_recent7_calendar_poisson_glm_harmonic2,glm_poisson_calendar_recent_window,iq,all,,416,7.134615384615385,4,6.841346153846154,0.3,7.046634615384615
a26_recent3_calendar_lgbm_l1_raw,lgbm_calendar_recent_window,iq,all,,416,7.25,4,6.586538461538462,0.3,7.050961538461538
a39_recent7_calendar_quantile_harmonic2,quantile_calendar_recent_window,iq,all,,416,7.1875,4,6.788461538461538,0.3,7.067788461538461
a50_sj_quantile_lgbm_frontier_blend_quantile_tilt,blend,iq,all,,416,7.206730769230769,4,6.822115384615385,0.3,7.091346153846153
a30_recent3_calendar_lgbm_l1_harmonic2,lgbm_calendar_recent_window,iq,all,,416,7.290865384615385,4,6.6298076923076925,0.3,7.092548076923077
a19_calendar_lgbm_l1_harmonic2,lgbm_calendar,iq,all,,416,7.1923076923076925,4,6.860576923076923,0.3,7.092788461538461
a02_calendar_lgbm_l1_recent_weighted,lgbm_calendar_recent_weighted,iq,all,,416,7.194711538461538,4,6.855769230769231,0.3,7.093028846153846
a44_recent4_calendar_negbin_glm_harmonic2,glm_negbin_calendar_recent_window,iq,all,,416,7.2139423076923075,4,6.8125,0.3,7.093509615384615
a22_recent5_calendar_lgbm_l1_raw,lgbm_calendar_recent_window,iq,all,,416,7.201923076923077,4,6.841346153846154,0.3,7.09375
a47_sj_quantile_lgbm_frontier_blend,blend,iq,all,,416,7.197115384615385,4,6.855769230769231,0.3,7.094711538461539
a11_calendar_lgbm_l1_recent_weighted_strong,lgbm_calendar_recent_weighted,iq,all,,416,7.2235576923076925,4,6.802884615384615,0.3,7.097355769230768
a10_calendar_lgbm_l1_recent_weighted_soft,lgbm_calendar_recent_weighted,iq,all,,416,7.211538461538462,4,6.841346153846154,0.3,7.100480769230769
a42_recent4_calendar_poisson_glm_harmonic2,glm_poisson_calendar_recent_window,iq,all,,416,7.2235576923076925,4,6.836538461538462,0.3,7.107451923076923
a01_calendar_lgbm_l1_raw,lgbm_calendar,iq,all,,416,7.2139423076923075,4,6.865384615384615,0.3,7.109375
a16_recent9_calendar_lgbm_l1_raw,lgbm_calendar_recent_window,iq,all,,416,7.2139423076923075,4,6.865384615384615,0.3,7.109375
a17_recent10_calendar_lgbm_l1_raw,lgbm_calendar_recent_window,iq,all,,416,7.2139423076923075,4,6.865384615384615,0.3,7.109375
a18_recent12_calendar_lgbm_l1_raw,lgbm_calendar_recent_window,iq,all,,416,7.2139423076923075,4,6.865384615384615,0.3,7.109375
a06_week_median_profile_pm1,week_profile,iq,all,,416,7.233173076923077,4,6.846153846153846,0.3,7.117067307692307
a07_week_median_profile_pm2,week_profile,iq,all,,416,7.235576923076923,4,6.841346153846154,0.3,7.117307692307692
a51_sj_quantile_lgbm_frontier_blend_lgbm_tilt,blend,iq,all,,416,7.209134615384615,4,6.908653846153846,0.3,7.118990384615383
a05_week_mean_profile,week_profile,iq,all,,416,7.269230769230769,4,6.798076923076923,0.3,7.127884615384615
a32_recent7_calendar_lgbm_l1_harmonic2_regularized,lgbm_calendar_recent_window,iq,all,,416,7.2139423076923075,4,6.9375,0.3,7.131009615384615
a24_recent7_calendar_lgbm_l1_harmonic2,lgbm_calendar_recent_window,iq,all,,416,7.228365384615385,4,6.9326923076923075,0.3,7.139663461538461
a37_recent7_calendar_lgbm_l1_harmonic2_more_regularized,lgbm_calendar_recent_window,iq,all,,416,7.228365384615385,4,6.9423076923076925,0.3,7.142548076923077
a09_calendar_lgbm_pm1_median_blend,blend,iq,all,,416,7.257211538461538,4,6.889423076923077,0.3,7.146875
a12_calendar_lgbm_l1_recent_weighted_curved,lgbm_calendar_recent_weighted,iq,all,,416,7.2860576923076925,4,6.826923076923077,0.3,7.148317307692308
a28_recent7_calendar_lgbm_l1_harmonic3,lgbm_calendar_recent_window,iq,all,,416,7.237980769230769,4,6.947115384615385,0.3,7.150721153846154
a15_recent7_calendar_lgbm_l1_raw,lgbm_calendar_recent_window,iq,all,,416,7.2548076923076925,4,6.947115384615385,0.3,7.1625
a20_recent8_calendar_lgbm_l1_harmonic2,lgbm_calendar_recent_window,iq,all,,416,7.25,4,6.975961538461538,0.3,7.167788461538461
a13_recent8_calendar_lgbm_l1_raw,lgbm_calendar_recent_window,iq,all,,416,7.271634615384615,4,6.980769230769231,0.3,7.184374999999999
a04_week_median_profile,week_profile,iq,all,,416,7.360576923076923,4,6.9326923076923075,0.3,7.232211538461538
a08_recent5_week_median_profile,week_profile,iq,all,,416,7.391826923076923,4,6.9951923076923075,0.3,7.272836538461538
a03_calendar_lgbm_l1_with_year_index,lgbm_calendar_year_index,iq,all,,416,8.625,4,7.509615384615385,0.3,8.290384615384616
a47_sj_quantile_lgbm_frontier_blend,blend,sj,all,,832,22.41346153846154,4,16.610576923076923,0.3,20.672596153846154
a51_sj_quantile_lgbm_frontier_blend_lgbm_tilt,blend,sj,all,,832,22.443509615384617,4,16.615384615384617,0.3,20.695072115384615
a50_sj_quantile_lgbm_frontier_blend_quantile_tilt,blend,sj,all,,832,22.439903846153847,4,16.625,0.3,20.69543269230769
a37_recent7_calendar_lgbm_l1_harmonic2_more_regularized,lgbm_calendar_recent_window,sj,all,,832,22.48076923076923,4,16.615384615384617,0.3,20.721153846153847
a38_recent4_calendar_lgbm_l1_harmonic2_more_regularized,lgbm_calendar_recent_window,sj,all,,832,23.396634615384617,4,14.54326923076923,0.3,20.740625
a39_recent7_calendar_quantile_harmonic2,quantile_calendar_recent_window,sj,all,,832,22.515625,4,16.64423076923077,0.3,20.75420673076923
a40_recent4_calendar_quantile_harmonic2,quantile_calendar_recent_window,sj,all,,832,23.354567307692307,4,14.932692307692308,0.3,20.828004807692306
a32_recent7_calendar_lgbm_l1_harmonic2_regularized,lgbm_calendar_recent_window,sj,all,,832,22.66466346153846,4,16.634615384615383,0.3,20.855649038461536
a24_recent7_calendar_lgbm_l1_harmonic2,lgbm_calendar_recent_window,sj,all,,832,22.765625,4,16.692307692307693,0.3,20.943629807692307
a28_recent7_calendar_lgbm_l1_harmonic3,lgbm_calendar_recent_window,sj,all,,832,22.766826923076923,4,16.721153846153847,0.3,20.953125
a31_recent4_calendar_lgbm_l1_harmonic3,lgbm_calendar_recent_window,sj,all,,832,23.66466346153846,4,14.658653846153847,0.3,20.962860576923077
a33_recent4_calendar_lgbm_l1_harmonic2_regularized,lgbm_calendar_recent_window,sj,all,,832,23.723557692307693,4,14.586538461538462,0.3,20.982451923076923
a35_recent4_calendar_rf_abs_harmonic2,rf_calendar_recent_window,sj,all,,832,23.813701923076923,4,14.504807692307692,0.3,21.021033653846153
a15_recent7_calendar_lgbm_l1_raw,lgbm_calendar_recent_window,sj,all,,832,22.86778846153846,4,16.73076923076923,0.3,21.02668269230769
a27_recent4_calendar_lgbm_l1_harmonic2,lgbm_calendar_recent_window,sj,all,,832,23.825721153846153,4,14.649038461538462,0.3,21.072716346153847
a48_iq_lgbm_rf_frontier_blend_recent_tilt,blend,sj,all,,832,24.026442307692307,4,14.302884615384615,0.3,21.109374999999996
a17_recent10_calendar_lgbm_l1_raw,lgbm_calendar_recent_window,sj,all,,832,23.151442307692307,4,16.41826923076923,0.3,21.131490384615383
a21_recent4_calendar_lgbm_l1_raw,lgbm_calendar_recent_window,sj,all,,832,23.948317307692307,4,14.639423076923077,0.3,21.155649038461537
a23_recent6_calendar_lgbm_l1_harmonic2,lgbm_calendar_recent_window,sj,all,,832,23.42908653846154,4,15.975961538461538,0.3,21.193149038461538
a20_recent8_calendar_lgbm_l1_harmonic2,lgbm_calendar_recent_window,sj,all,,832,23.200721153846153,4,16.509615384615383,0.3,21.193389423076923
a34_recent7_calendar_rf_abs_harmonic2,rf_calendar_recent_window,sj,all,,832,23.11298076923077,4,16.716346153846153,0.3,21.193990384615383
a16_recent9_calendar_lgbm_l1_raw,lgbm_calendar_recent_window,sj,all,,832,23.27403846153846,4,16.52403846153846,0.3,21.24903846153846
a13_recent8_calendar_lgbm_l1_raw,lgbm_calendar_recent_window,sj,all,,832,23.263221153846153,4,16.58173076923077,0.3,21.25877403846154
a14_recent6_calendar_lgbm_l1_raw,lgbm_calendar_recent_window,sj,all,,832,23.55048076923077,4,15.942307692307692,0.3,21.268028846153847
a46_iq_lgbm_rf_frontier_blend,blend,sj,all,,832,24.358173076923077,4,14.129807692307692,0.3,21.28966346153846
a45_iq_lgbm_frontier_blend,blend,sj,all,,832,24.765625,4,13.985576923076923,0.3,21.53161057692308
a49_iq_lgbm_rf_frontier_blend_short_tilt,blend,sj,all,,832,24.814903846153847,4,13.932692307692308,0.3,21.550240384615385
a10_calendar_lgbm_l1_recent_weighted_soft,lgbm_calendar_recent_weighted,sj,all,,832,23.48798076923077,4,17.528846153846153,0.3,21.700240384615384
a18_recent12_calendar_lgbm_l1_raw,lgbm_calendar_recent_window,sj,all,,832,23.620192307692307,4,17.33653846153846,0.3,21.73509615384615
a22_recent5_calendar_lgbm_l1_raw,lgbm_calendar_recent_window,sj,all,,832,23.948317307692307,4,16.822115384615383,0.3,21.81045673076923
a02_calendar_lgbm_l1_recent_weighted,lgbm_calendar_recent_weighted,sj,all,,832,23.80408653846154,4,17.221153846153847,0.3,21.82920673076923
a19_calendar_lgbm_l1_harmonic2,lgbm_calendar,sj,all,,832,23.657451923076923,4,17.903846153846153,0.3,21.93137019230769
a12_calendar_lgbm_l1_recent_weighted_curved,lgbm_calendar_recent_weighted,sj,all,,832,24.14423076923077,4,16.903846153846153,0.3,21.972115384615382
a01_calendar_lgbm_l1_raw,lgbm_calendar,sj,all,,832,23.735576923076923,4,17.91826923076923,0.3,21.990384615384613
a11_calendar_lgbm_l1_recent_weighted_strong,lgbm_calendar_recent_weighted,sj,all,,832,24.19951923076923,4,16.875,0.3,22.00216346153846
a09_calendar_lgbm_pm1_median_blend,blend,sj,all,,832,23.80408653846154,4,17.826923076923077,0.3,22.0109375
a07_week_median_profile_pm2,week_profile,sj,all,,832,23.842548076923077,4,17.78846153846154,0.3,22.026322115384616
a06_week_median_profile_pm1,week_profile,sj,all,,832,23.89423076923077,4,17.85576923076923,0.3,22.082692307692305
a30_recent3_calendar_lgbm_l1_harmonic2,lgbm_calendar_recent_window,sj,all,,832,24.192307692307693,4,17.197115384615383,0.3,22.09375
a08_recent5_week_median_profile,week_profile,sj,all,,832,24.385817307692307,4,17.057692307692307,0.3,22.187379807692302
a26_recent3_calendar_lgbm_l1_raw,lgbm_calendar_recent_window,sj,all,,832,24.317307692307693,4,17.254807692307693,0.3,22.19855769230769
a04_week_median_profile,week_profile,sj,all,,832,24.060096153846153,4,17.9375,0.3,22.223317307692305
a29_recent2_calendar_lgbm_l1_harmonic2,lgbm_calendar_recent_window,sj,all,,832,26.61658653846154,4,13.682692307692308,0.3,22.736418269230768
a25_recent2_calendar_lgbm_l1_raw,lgbm_calendar_recent_window,sj,all,,832,27.532451923076923,4,13.711538461538462,0.3,23.386177884615385
a44_recent4_calendar_negbin_glm_harmonic2,glm_negbin_calendar_recent_window,sj,all,,832,28.266826923076923,4,14.610576923076923,0.3,24.169951923076923
a42_recent4_calendar_poisson_glm_harmonic2,glm_poisson_calendar_recent_window,sj,all,,832,28.490384615384617,4,14.663461538461538,0.3,24.342307692307692
a36_recent2_calendar_rf_abs_harmonic2,rf_calendar_recent_window,sj,all,,832,29.957932692307693,4,13.913461538461538,0.3,25.144591346153845
a43_recent7_calendar_negbin_glm_harmonic2,glm_negbin_calendar_recent_window,sj,all,,832,28.984375,4,17.682692307692307,0.3,25.59387019230769
a41_recent7_calendar_poisson_glm_harmonic2,glm_poisson_calendar_recent_window,sj,all,,832,29.063701923076923,4,17.673076923076923,0.3,25.646514423076923
a03_calendar_lgbm_l1_with_year_index,lgbm_calendar_year_index,sj,all,,832,31.911057692307693,4,19.91346153846154,0.3,28.311778846153846
a05_week_mean_profile,week_profile,sj,all,,832,31.520432692307693,4,23.72596153846154,0.3,29.182091346153847
