city,loss,objective,selection_mode,n_trials,mae,selected
sj,tweedie,tweedie,default_params,0,25.219951923076923,False
sj,poisson,poisson,default_params,0,24.894230769230766,False
sj,l1,regression_l1,default_params,0,24.658653846153847,True
iq,tweedie,tweedie,default_params,0,9.262019230769232,False
iq,poisson,poisson,default_params,0,8.38701923076923,False
iq,l1,regression_l1,default_params,0,7.310096153846154,True
